,Unnamed: 0,Unnamed: 0.1,raw_text,clean,label,sentiment_vector,vader_polarity,sentiment_score,sentiment_0,sentiment_1,sentiment_2
1818,1818,1818,Farmers (and consumers) increasingly prefer fat birds,farmer consum increas prefer fat bird,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1819,1819,1819,There’s simply no reason to constantly agonise about split infinitives. So why do people care so much?,simpli reason constant agonis split infinit peopl care much,4,"[0.0, 0.714, 0.286, 0.4939]",0,0.4939,0.0,0.7140000000000001,0.28600000000000003
1820,1820,1820,It is defeatist to believe that the better parts of Poland's and Hungary's natures are doomed,defeatist believ better part poland hungari natur doom,4,"[0.406, 0.376, 0.218, -0.3612]",-1,-0.3612,0.406,0.376,0.218
1821,1821,1821,Will NHS long-term plan deliver the goods?,nh long term plan deliv good,4,"[0.0, 0.396, 0.604, 0.7269]",1,0.7269,0.0,0.396,0.604
1822,1822,1822,Nearly half of all rape cases reported to the police in South Africa fail to result in an arrest,near half rape case report polic south africa fail result arrest,4,"[0.57, 0.43, 0.0, -0.891]",-1,-0.8909999999999999,0.57,0.43,0.0
1823,1823,1823,"Ugh, science is *so* hurtful",ugh scienc hurt,4,"[0.861, 0.139, 0.0, -0.7351]",-1,-0.7351,0.861,0.139,0.0
1824,1824,1824,👇👇👇👇,,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1825,1825,1825,"Newspaper headlines: Brexit 'coup', and talk of Tory split",newspap headlin brexit coup talk tori split,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1826,1826,1826,Cameron Norrie beaten by Tennys Sandgren in ATP final in Auckland,cameron norri beaten tenni sandgren atp final auckland,4,"[0.286, 0.714, 0.0, -0.4215]",0,-0.4215,0.28600000000000003,0.7140000000000001,0.0
1827,1827,1827,Will Europe’s Green parties be the new leaders of the political left?,europ green parti new leader polit left,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1828,1828,1828,Breast cancer screening error 'overstated',breast cancer screen error overst,4,"[0.703, 0.297, 0.0, -0.7964]",-1,-0.7964,0.703,0.297,0.0
1829,1829,1829,"Charity founder stabbed by intruders in front of family. Son, 6, cries to him to fight back: 'You're Superman!' The…",chariti founder stab intrud front famili son cri fight back superman,4,"[0.416, 0.584, 0.0, -0.7506]",0,-0.7506,0.41600000000000004,0.584,0.0
1830,1830,1830,Donald Trump says he will hold a second summit with Kim Jong Un,donald trump say hold second summit kim jong un,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1831,1831,1831,Transitioning a 5-year-old's gender is child abuse,transit year old gender child abus,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1832,1832,1832,FA Cup third round: Which was the biggest shock?,fa cup third round biggest shock,4,"[0.342, 0.658, 0.0, -0.3818]",0,-0.3818,0.342,0.6579999999999999,0.0
1833,1833,1833,RT @BBCSport: Steve Bruce has been named as the new manager of Sheffield Wednesday. Full story:,rt bbcsport steve bruce name new manag sheffield wednesday full stori,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1834,1834,1834,Protesters across the world do not necessarily expect to put back the clock—they may just be seeking to slow it down,protest across world necessarili expect put back clock may seek slow,4,"[0.167, 0.833, 0.0, -0.25]",0,-0.25,0.16699999999999998,0.833,0.0
1835,1835,1835,"When it comes to Hong Kong, China's government wants one country and two not-dissimilar systems",come hong kong china govern want one countri two dissimilar system,4,"[0.0, 0.885, 0.115, 0.0772]",0,0.0772,0.0,0.885,0.115
1836,1836,1836,"While blaming Trump for government shutdown, Nancy Pelosi vacations at luxurious Hawaiian resort",blame trump govern shutdown nanci pelosi vacat luxuri hawaiian resort,4,"[0.211, 0.789, 0.0, -0.34]",0,-0.34,0.21100000000000002,0.789,0.0
1837,1837,1837,German mass data attack 'known for weeks' by cyber officials,german mass data attack known week cyber offici,4,"[0.307, 0.693, 0.0, -0.4767]",0,-0.4767,0.307,0.693,0.0
1838,1838,1838,"One of our most popular articles this past year looked at why Arabic, the fifth-most-spoken language in the world,…",one popular articl past year look arab fifth spoken languag world,4,"[0.0, 0.781, 0.219, 0.4215]",0,0.4215,0.0,0.7809999999999999,0.21899999999999997
1839,1839,1839,"This year Roger Deakin’s book “Waterlog”, in which he splashes through England’s landscape, celebrates its 20th ann…",year roger deakin book waterlog splash england landscap celebr th ann,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1840,1840,1840,News Daily: MPs' Brexit plans and disability hate crime call,news daili mp brexit plan disabl hate crime call,4,"[0.507, 0.493, 0.0, -0.802]",-1,-0.802,0.507,0.493,0.0
1841,1841,1841,"Another top Trump official, this time Ryan Zinke, to leave the administration",anoth top trump offici time ryan zink leav administr,4,"[0.0, 0.816, 0.184, 0.2023]",0,0.2023,0.0,0.816,0.184
1842,1842,1842,Ouch 😅,ouch,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1843,1843,1843,Longtime suspect confesses to JonBenét Ramsey murder in letters to high school classmate,longtim suspect confess jonben ramsey murder letter high school classmat,4,"[0.463, 0.537, 0.0, -0.7845]",0,-0.7845,0.46299999999999997,0.537,0.0
1844,1844,1844,Brexit: Jeremy Corbyn demands election to 'break deadlock',brexit jeremi corbyn demand elect break deadlock,4,"[0.438, 0.562, 0.0, -0.4404]",0,-0.4404,0.43799999999999994,0.562,0.0
1845,1845,1845,"In the easy-going Netherlands, two worlds have clashed",easi go netherland two world clash,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1846,1846,1846,HMV: Did streaming cause retailer to fail?,hmv stream caus retail fail,4,"[0.467, 0.533, 0.0, -0.5423]",0,-0.5423,0.467,0.5329999999999999,0.0
1847,1847,1847,"Recep Tayyip Erdogan has little room to manoeuvre, and the markets are watching more attentively than last year",recep tayyip erdogan littl room manoeuvr market watch attent last year,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1848,1848,1848,MS-13 members are laughing at our incompetence at the border,m member laugh incompet border,4,"[0.0, 0.455, 0.545, 0.5574]",1,0.5574,0.0,0.455,0.545
1849,1849,1849,Kanye West is back on the Trump train after taking a break from politics,kany west back trump train take break polit,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1850,1850,1850,Cape Town race row erupts after 'black visitors cleared from beach',cape town race row erupt black visitor clear beach,4,"[0.0, 0.755, 0.245, 0.3818]",0,0.3818,0.0,0.755,0.245
1851,1851,1851,Jair Bolsonaro must end his career as a provocateur and become a statesman,jair bolsonaro must end career provocateur becom statesman,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1852,1852,1852,'I’m just ill – respect me for who I am',ill respect,4,"[0.475, 0.0, 0.525, 0.0772]",1,0.0772,0.475,0.0,0.525
1853,1853,1853,European countries with less selective university admissions are not necessarily more equal,european countri le select univers admiss necessarili equal,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1854,1854,1854,How to sort your life out in 2019: January life hacks,sort life januari life hack,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1855,1855,1855,RT @BBCWalesNews: Yesterday this was just a normal row of garages. Standing in a lane behind a row of terraced houses in the shadow of the…,rt bbcwalesnew yesterday normal row garag stand lane behind row terrac hous shadow,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1856,1856,1856,How do you revive a reef? Our film from March explains,reviv reef film march explain,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1857,1857,1857,"“A miniature of the United Nations”—residents of Queens, New York City, home to over 190 nationalities, tell…",miniatur unit nation resid queen new york citi home nation tell,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1858,1858,1858,"RT @BBCBusiness: ""In terms of UK lost productivity we're talking tens of millions now... there's an impact on Gatwick's profit - about £350…",rt bbcbusi term uk lost product talk ten million impact gatwick profit,4,"[0.151, 0.658, 0.191, 0.1531]",0,0.1531,0.151,0.6579999999999999,0.191
1859,1859,1859,The departure of two senior members of the Vatican's communication team could foreshadow more serious problems,departur two senior member vatican communic team could foreshadow serious problem,4,"[0.308, 0.692, 0.0, -0.4588]",0,-0.4588,0.308,0.6920000000000001,0.0
1860,1860,1860,"RT @BBCWorld: Police say Saturday Night Live comedian Pete Davidson is safe, after he wrote a note saying he didn't ""want to be on this ear…",rt bbcworld polic say saturday night live comedian pete davidson safe wrote note say want ear,4,"[0.0, 0.657, 0.343, 0.7003]",0,0.7003,0.0,0.657,0.34299999999999997
1861,1861,1861,High profile murder of young Houston girl takes 'new direction' after race of suspects revealed,high profil murder young houston girl take new direct race suspect reveal,4,"[0.408, 0.592, 0.0, -0.7845]",0,-0.7845,0.408,0.5920000000000001,0.0
1862,1862,1862,He tried to make Trump look bad.. and lost his job. Well played.,tri make trump look bad lost job well play,4,"[0.379, 0.327, 0.294, -0.3182]",-1,-0.3182,0.379,0.327,0.294
1863,1863,1863,Residents of San Francisco are now documenting squalor of city's homelessness epidemic,resid san francisco document squalor citi homeless epidem,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1864,1864,1864,It’s true.,true,4,"[0.0, 0.0, 1.0, 0.4215]",1,0.4215,0.0,0.0,1.0
1865,1865,1865,'No frills. Just us' - Bake Off's Nadiya marries again 💍🎂,frill u bake nadiya marri,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1866,1866,1866,"Europe, the least pious continent, poses an invigorating challenge to some preachers from Africa",europ least pious contin pose invigor challeng preacher africa,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1867,1867,1867,"While the outlet said the institute's statement didn't detail what criteria Davis failed to meet, she apparently ha…",outlet said institut statement detail criterion davi fail meet appar ha,4,"[0.235, 0.604, 0.161, -0.2732]",0,-0.2732,0.235,0.604,0.161
1868,1868,1868,Trump says amnesty not part of negotiations for border wall along Mexico,trump say amnesti part negoti border wall along mexico,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1869,1869,1869,NTAs 2019: Five things we learned on the red carpet,ntas five thing learn red carpet,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1870,1870,1870,Well this is surprising to no one,well surpris one,4,"[0.0, 0.488, 0.512, 0.2732]",1,0.2732,0.0,0.488,0.512
1871,1871,1871,Tottenham 0-1 Manchester United: Ole Gunnar Solskjaer's men hang on to beat Spurs,tottenham manchest unit ole gunnar solskjaer men hang beat spur,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1872,1872,1872,"The Beatles split up after a mere seven years at the top, while the Rolling Stones are still going. One startup fla…",beatl split mere seven year top roll stone still go one startup fla,4,"[0.0, 0.87, 0.13, 0.2023]",0,0.2023,0.0,0.87,0.13
1873,1873,1873,Report: Republicans are pushing for a compromise on the border wall — here's how they want to entice Democrats,report republican push compromis border wall want entic democrat,4,"[0.0, 0.86, 0.14, 0.0772]",0,0.0772,0.0,0.86,0.14
1874,1874,1874,NAACP stages Facebook boycott over alleged black voter suppression,naacp stage facebook boycott alleg black voter suppress,4,"[0.247, 0.753, 0.0, -0.3182]",0,-0.3182,0.247,0.753,0.0
1875,1875,1875,"Mattis departure draws concern from US lawmakers, world leaders",matti departur draw concern u lawmak world leader,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1876,1876,1876,Poland arrests employee of Chinese tech giant Huawei for spying for gov't,poland arrest employe chines tech giant huawei spi gov,4,"[0.231, 0.769, 0.0, -0.34]",0,-0.34,0.231,0.769,0.0
1877,1877,1877,"Amos Oz, the celebrated writer of novels and essays died on December 28th, aged 79",amo oz celebr writer novel essay die decemb th age,4,"[0.275, 0.563, 0.162, -0.3818]",0,-0.3818,0.275,0.563,0.162
1878,1878,1878,"Since 1992, 23 NBA players have torn their Achilles tendons. Seven never made it back at all",sinc nba player torn achill tendon seven never made back,4,"[0.182, 0.818, 0.0, -0.25]",0,-0.25,0.182,0.818,0.0
1879,1879,1879,Man City 2-1 Liverpool: Premier League champions show substance as well as style in key victory,man citi liverpool premier leagu champion show substanc well style key victori,4,"[0.0, 0.625, 0.375, 0.7184]",0,0.7184,0.0,0.625,0.375
1880,1880,1880,A lot of India’s middle class has little money to spend. One of our most popular briefings of 2018 asked why,lot india middl class littl money spend one popular brief ask,4,"[0.0, 0.781, 0.219, 0.4215]",0,0.4215,0.0,0.7809999999999999,0.21899999999999997
1881,1881,1881,RT @BBCWorld: Yellow vests knock out 60% of all speed cameras in France,rt bbcworld yellow vest knock speed camera franc,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1882,1882,1882,Listen now 🎧,listen,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1883,1883,1883,It's okay to love America 🇺🇸 #2018In5Words,okay love america word,4,"[0.0, 0.247, 0.753, 0.7269]",1,0.7269,0.0,0.247,0.753
1884,1884,1884,Macedonia and Greece: Clashes in Athens over neighbour's name change,macedonia greec clash athen neighbour name chang,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1885,1885,1885,"Conservative actress has an idea for Time’s Person of the Year instead of Christine Blasey Ford, journalists, or mi…",conserv actress idea time person year instead christin blasey ford journalist mi,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1886,1886,1886,RT @BBCBreakfast: This is how @billtu and @stephenfry are helping to save the lives of men with prostate cancer: #TurnbullFryeffect #prosta…,rt bbcbreakfast billtu stephenfri help save life men prostat cancer turnbullfryeffect prosta,4,"[0.228, 0.466, 0.306, 0.128]",0,0.128,0.228,0.466,0.306
1887,1887,1887,"In 2019 a 10,000-mile flight from London to Sydney will cost around $350 Supported by @intel",mile flight london sydney cost around support intel,4,"[0.0, 0.722, 0.278, 0.4019]",0,0.4019,0.0,0.722,0.278
1888,1888,1888,Report: Trump is prepared to compromise in order to secure border wall funding,report trump prepar compromis order secur border wall fund,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1889,1889,1889,Marco Rubio accuses Democrats of trying to hide how extreme their members are — here's why,marco rubio accus democrat tri hide extrem member,4,"[0.195, 0.805, 0.0, -0.1779]",0,-0.1779,0.195,0.805,0.0
1890,1890,1890,"RT @BBCPolitics: ""We can make better decisions for ourselves than other people can make for us"" Conservative @Jacob_Rees_Mogg explains wh…",rt bbcpolit make better decis peopl make u conserv jacob ree mogg explain wh,4,"[0.0, 0.805, 0.195, 0.4404]",0,0.4404,0.0,0.805,0.195
1891,1891,1891,Make no infringement,make infring,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1892,1892,1892,"RT @BBCSport: ""Even if Sir Alex Ferguson had been handed the job of replacing Sir Alex Ferguson, he would have failed."" Where have #mufc g…",rt bbcsport even sir alex ferguson hand job replac sir alex ferguson would fail mufc g,4,"[0.178, 0.66, 0.162, -0.0772]",0,-0.0772,0.17800000000000002,0.66,0.162
1893,1893,1893,What example does this set for the students?,exampl set student,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1894,1894,1894,RT @BBCScienceNews: Breast cancer risk test 'game changer',rt bbcsciencenew breast cancer risk test game changer,4,"[0.52, 0.48, 0.0, -0.7579]",-1,-0.7579,0.52,0.48,0.0
1895,1895,1895,Study: Brains of kids who use digital devices over 7 hours a day look different. And it may not be good.,studi brain kid use digit devic hour day look differ may good,4,"[0.0, 0.791, 0.209, 0.4404]",0,0.4404,0.0,0.7909999999999999,0.209
1896,1896,1896,"'Brexit 50-50' if May's deal rejected, says Liam Fox",brexit may deal reject say liam fox,4,"[0.31, 0.69, 0.0, -0.4019]",0,-0.4019,0.31,0.69,0.0
1897,1897,1897,"Seaborne Freight’s business plan for the ferry service between Ramsgate and Ostend was actually plausible, if risky",seaborn freight busi plan ferri servic ramsgat ostend actual plausibl riski,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1898,1898,1898,Fourth-quarter earnings brought reassurance rather than renewed worry for America's big banks,fourth quarter earn brought reassur rather renew worri america big bank,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1899,1899,1899,"Gambling addict who lost £70,000 calls for more support for women",gambl addict lost call support woman,4,"[0.256, 0.444, 0.3, 0.1027]",0,0.1027,0.256,0.444,0.3
1900,1900,1900,Court rejects request of 69-year-old man who sued to lower age by 20 years,court reject request year old man su lower age year,4,"[0.38, 0.62, 0.0, -0.5994]",0,-0.5994,0.38,0.62,0.0
1901,1901,1901,Prep: The battle to access 'game-changing' HIV drug,prep battl access game chang hiv drug,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1902,1902,1902,"Gary Oliva, a convicted pedophile was long been suspected of being involved in the murder of then-six-year-old JonB…",gari oliva convict pedophil long suspect involv murder six year old jonb,4,"[0.408, 0.592, 0.0, -0.7845]",0,-0.7845,0.408,0.5920000000000001,0.0
1903,1903,1903,Mr. Z who allegedly said that the American flag could be construed as a disturbing symbol to some people on campus.,mr z alleg said american flag could constru disturb symbol peopl campus,4,"[0.213, 0.787, 0.0, -0.4019]",0,-0.4019,0.213,0.787,0.0
1904,1904,1904,This guy is why chill pills were invented.,guy chill pill invent,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1905,1905,1905,Car sales down for second consecutive year,car sale second consecut year,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1906,1906,1906,Investors were spooked after Apple warned that revenues in the fourth quarter would undershoot expectations by up t…,investor spook appl warn revenu fourth quarter would undershoot expect,4,"[0.135, 0.865, 0.0, -0.1027]",0,-0.1027,0.135,0.865,0.0
1907,1907,1907,Ohio lawmakers override Gov. Kasich's veto of gun-owner rights bill,ohio lawmak overrid gov kasich veto gun owner right bill,4,"[0.211, 0.789, 0.0, -0.34]",0,-0.34,0.21100000000000002,0.789,0.0
1908,1908,1908,"The scale of Mrs May's likely defeat matters, shaping what comes next for Brexit",scale mr may like defeat matter shape come next brexit,4,"[0.221, 0.515, 0.265, -0.1027]",0,-0.1027,0.221,0.515,0.265
1909,1909,1909,No-deal Brexit warning for UK drivers,deal brexit warn uk driver,4,"[0.259, 0.741, 0.0, -0.1027]",0,-0.1027,0.259,0.741,0.0
1910,1910,1910,Santander to shut 140 branches,santand shut branch,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1911,1911,1911,"Friday's Guardian ""Blow to the low-carb diet as WHO report says fibre cuts early deaths"" #tomorrowspaperstoday…",friday guardian blow low carb diet report say fibr cut earli death tomorrowspaperstoday,4,"[0.448, 0.552, 0.0, -0.7964]",0,-0.7964,0.44799999999999995,0.552,0.0
1912,1912,1912,Loughborough woman who lied about brain cancer jailed,loughborough woman lie brain cancer jail,4,"[0.468, 0.532, 0.0, -0.6597]",0,-0.6597,0.46799999999999997,0.532,0.0
1913,1913,1913,"Illegal immigrant population in US at lowest level since 2004, study says — but not because of Trump",illeg immigr popul u lowest level sinc studi say trump,4,"[0.245, 0.755, 0.0, -0.3818]",0,-0.3818,0.245,0.755,0.0
1914,1914,1914,Russia has proved that it will stick with even its most monstrous allies,russia prove stick even monstrous alli,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1915,1915,1915,Why India is one of the most polluted countries on Earth,india one pollut countri earth,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1916,1916,1916,RT @bbcweather: Here's a look ahead to New Year's Eve - dry for many. Helen,rt bbcweather look ahead new year eve dri mani helen,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1917,1917,1917,"Plath described it as a “vague symbolic tale” and submitted it to Mademoiselle magazine for publication, but it was…",plath describ vagu symbol tale submit mademoisell magazin public,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1918,1918,1918,"RT @BBCPolitics: “You couldn’t help but admire someone who had such enormous energy... What you saw you got, and a great deal more as well”…",rt bbcpolit help admir someon enorm energi saw got great deal well,4,"[0.0, 0.503, 0.497, 0.836]",0,0.836,0.0,0.503,0.49700000000000005
1919,1919,1919,RT @BBCScotlandNews: Scotland's papers: Killer gran and Prince crash latest,rt bbcscotlandnew scotland paper killer gran princ crash latest,4,"[0.5, 0.5, 0.0, -0.7906]",0,-0.7906,0.5,0.5,0.0
1920,1920,1920,"The quiet acceptance of 'mercy killings' in the US: Even in states where euthanasia is illegal, courts are often tu…",quiet accept merci kill u even state euthanasia illeg court often tu,4,"[0.288, 0.552, 0.16, -0.4767]",0,-0.4767,0.28800000000000003,0.552,0.16
1921,1921,1921,Get ready for much more Ocasio-Cortez social media — she's teaching Democrats how to tweet just like her,get readi much ocasio cortez social medium teach democrat tweet like,4,"[0.0, 0.8, 0.2, 0.3612]",0,0.3612,0.0,0.8,0.2
1922,1922,1922,The World Bank’s president resigns abruptly,world bank presid resign abrupt,4,"[0.375, 0.625, 0.0, -0.34]",0,-0.34,0.375,0.625,0.0
1923,1923,1923,No-deal Brexit ferry contract sparks concerns,deal brexit ferri contract spark concern,4,"[0.0, 0.725, 0.275, 0.2263]",0,0.2263,0.0,0.725,0.275
1924,1924,1924,Fiona Onasanya: Peterborough MP 'to stay in Parliament',fiona onasanya peterborough mp stay parliament,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1925,1925,1925,So this is why New Yorkers can look forward to insane tax rates,new yorker look forward insan tax rate,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1926,1926,1926,Many European Greens see a chance to supplant social democratic parties as the big players on the left,mani european green see chanc supplant social democrat parti big player left,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1927,1927,1927,Brexit: Theresa May to meet union leaders for talks,brexit theresa may meet union leader talk,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1928,1928,1928,RT @BBCNewsGraphics: We take a look back at Theresa May's incredibly busy week in five graphics:,rt bbcnewsgraph take look back theresa may incred busi week five graphic,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1929,1929,1929,Oh Nancy messed up 😬,oh nanci mess,4,"[0.556, 0.444, 0.0, -0.3612]",-1,-0.3612,0.556,0.444,0.0
1930,1930,1930,"Obituary: Major Geoffrey Langlands, Pakistan's English teacher",obituari major geoffrey langland pakistan english teacher,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1931,1931,1931,RT @BBCSport: Full time: Manchester City 3-0 Wolves. Two for Gabriel Jesus and an own goal from Coady give #MCFC a comfortable three poin…,rt bbcsport full time manchest citi wolf two gabriel jesus goal coadi give mcfc comfort three poin,4,"[0.0, 0.865, 0.135, 0.3612]",0,0.3612,0.0,0.865,0.135
1932,1932,1932,RT @BBCSport: Tour de France winner Geraint Thomas took home the main award as England Netball and Gareth Southgate were also winners at BB…,rt bbcsport tour de franc winner geraint thoma took home main award england netbal gareth southgat also winner bb,4,"[0.0, 0.59, 0.41, 0.9022]",0,0.9022,0.0,0.59,0.41
1933,1933,1933,Ocasio-Cortez campaign hit with fine for failing to protect campaign workers: 'Hypocrisy at its finest',ocasio cortez campaign hit fine fail protect campaign worker hypocrisi finest,4,"[0.22, 0.503, 0.277, -0.0258]",0,-0.0258,0.22,0.503,0.27699999999999997
1934,1934,1934,*EYEROLL*,eyerol,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1935,1935,1935,"Many male victims of domestic abuse do not see themselves as such, believing it to be a women's issue",mani male victim domest abus see believ woman issu,4,"[0.208, 0.792, 0.0, -0.2732]",0,-0.2732,0.20800000000000002,0.792,0.0
1936,1936,1936,Researchers stunned at results of study asking how much students prefer smartphones over food,research stun result studi ask much student prefer smartphon food,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1937,1937,1937,"RT @BBCWorld: Just minutes to spare and nowhere to land... so the pilot pulled off this ""spectacular"" manoeuvre to rescue skiers on the Fre…",rt bbcworld minut spare nowher land pilot pull spectacular manoeuvr rescu skier fre,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1938,1938,1938,Do NOT mess with a man's daughter,mess man daughter,4,"[0.556, 0.444, 0.0, -0.3612]",-1,-0.3612,0.556,0.444,0.0
1939,1939,1939,The Economist’s ten most popular articles of 2018,economist ten popular articl,4,"[0.0, 0.517, 0.483, 0.4215]",0,0.4215,0.0,0.517,0.483
1940,1940,1940,"Cardiff 0-3 Tottenham: Harry Kane, Christian Eriksen and Son Heung-min score in win",cardiff tottenham harri kane christian eriksen son heung min score win,4,"[0.0, 0.725, 0.275, 0.5859]",0,0.5859,0.0,0.725,0.275
1941,1941,1941,A popular Instagram account parodies the casual-wear of finance bros. One of @1843mag's most read articles of 2018,popular instagram account parodi casual wear financ bros one mag read articl,4,"[0.0, 0.685, 0.315, 0.5574]",0,0.5574,0.0,0.685,0.315
1942,1942,1942,There are actually several theories on this 👀👻,actual sever theori,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1943,1943,1943,Tesco Rickmansworth 'hit-and-run' car recovered,tesco rickmansworth hit run car recov,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1944,1944,1944,"Some protesting farmers have worn skulls around their necks to represent the 12,000 debt-ridden colleagues who comm…",protest farmer worn skull around neck repres debt ridden colleagu comm,4,"[0.456, 0.544, 0.0, -0.6908]",0,-0.6908,0.456,0.544,0.0
1945,1945,1945,Great Britain’s track cyclists are one of the most successful teams in global sport Sponsored by DXC Technology,great britain track cyclist one success team global sport sponsor dxc technolog,4,"[0.0, 0.562, 0.438, 0.8316]",0,0.8316,0.0,0.562,0.43799999999999994
1946,1946,1946,"A genetically modified Devil's vine can remove benzene, chloroform and carbon tetrachloride from the air",genet modifi devil vine remov benzen chloroform carbon tetrachlorid air,4,"[0.328, 0.672, 0.0, -0.6597]",0,-0.6597,0.32799999999999996,0.672,0.0
1947,1947,1947,In the West people refer to Indian dishes simply as “curry”. But in India the word can mean something quite differe…,west peopl refer indian dish simpli curri india word mean someth quit differ,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1948,1948,1948,RT @BBCSport: Full Champions League draw: ⚽ Schalke v Man City ⚽ Atletico Madrid v Juventus ⚽ Man Utd v PSG ⚽ Tottenham v Borussia Dortmu…,rt bbcsport full champion leagu draw schalk v man citi atletico madrid v juventus man utd v psg tottenham v borussia dortmu,4,"[0.0, 0.813, 0.187, 0.5994]",0,0.5994,0.0,0.813,0.187
1949,1949,1949,The Glenn Beck podcast with Daniel Flynn premieres NOW on YouTube.,glenn beck podcast daniel flynn premier youtub,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1950,1950,1950,"The jury found Pell guilty of sexually abusing two altar servers during the late 1990s, according to reports.",juri found pell guilti sexual abus two altar server late accord report,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
1951,1951,1951,Chang'e-4: First panoramic images from China moon lander,chang e first panoram imag china moon lander,4,"[0.0, 1.0, 0.0, 0.0]",0,0.0,0.0,1.0,0.0
