,label_norm,headline_text,subject,stateinfo,partyaffiliation,barelytruecounts_norm,falsecounts_norm,halftruecounts_norm,mostlytrueocunts_norm,pantsonfirecounts_norm,clickbait_score_norm,clean,sentiment_vector,vader_polarity,sentiment_score,index,topic_number,lda_score,topic_top_words
4736,0.8496243121883177,Says Detroit dumping a bunch of sewage in Lake Erie causes big problems for Ohio.,"agriculture,environment,water",Ohio,republican,-0.22792692785626778,-0.28003189077630436,-0.27792454915663234,-0.057148228967715126,-0.18290468357846335,-1.4801633214639378,say detroit dump bunch sewage lake eri caus big problem ohio,"[0.371, 0.629, 0.0, -0.6486]",0,-0.6486,4736,2,0.8199687004089355,obama presid barack state percent wisconsin billion sinc feder debt
4737,-1.176990801292362,"Under Obamacare, Virginia taxpayers would have been forced to pay for abortions if the General Assembly had not recently intervened.","abortion,health-care,taxes",Virginia,none,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.3564275140645011,obamacare virginia taxpayer would forc pay abort general assembly recent interven,"[0.123, 0.877, 0.0, -0.1027]",0,-0.1027,4737,0,0.9099751710891724,year state feder make fund public iller obama offic would
4738,-1.176990801292362,Says Patrick Murphy is the only candidate to have voted against every measure to fund Zika.,"congress,public-health,voting-record",Florida,republican,0.9295623410975462,0.3286790266334032,0.27945965679200896,0.3696488079468508,-0.008808750839405478,1.304747157743362,say patrick murphy candid vote every measure fund pika,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4738,5,0.8713960647583008,presid state every obama country dollar economi would unit call
4739,0.8496243121883177,"We had a No Child Left Behind a similar piece of legislation in our state a number of years ago, well before the federal law. And it's had a big impact here. It's improved schools.",education,Massachusetts,republican,0.9777910606372885,0.6330344853382569,0.9381864456404031,0.3194373918392548,1.2098627783339995,1.5490375506562828,child left behind similar piece legis state number year ago well feder law big impact improv school,"[0.0, 0.815, 0.185, 0.34]",0,0.34,4739,8,0.5797613859176636,state health care rate unit percent county school spend country
4740,0.8496243121883177,"Classified material has a header which says top-secret, secret, confidential. Nothing, and I will repeat this and this is verified in the report by the Department of Justice, none of the emails sent or received by me had such a header.","candidates-biography,corrections-and-updates",New York,democrat,1.267163377875742,0.5189011883239368,1.2168785486147238,1.3989828381525684,0.16528718189965239,1.597895629238867,classify mater header say top secret secret confident noth repeat verify report depart justic none email sent receiv header,"[0.0, 0.773, 0.227, 0.6124]",0,0.6124,4740,6,0.7605345249176025,state peopl million percent text support sent would country american
4741,-1.176990801292362,"Were the seventh highest taxed state in America. And thats not just state, its local as well.",taxes,Ohio,republican,-0.22792692785626778,-0.28003189077630436,-0.27792454915663234,-0.057148228967715126,-0.18290468357846335,1.500179472073699,seventh highest tax state america that state local well,"[0.0, 0.792, 0.208, 0.2732]",0,0.2732,4741,6,0.7537163496017456,state peopl million percent text support sent would country american
4742,0.8496243121883177,Says he predicts the weather better than Punxsutawney Phil.,weather,Georgia,none,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,0.3764436646742618,say predict weather better punxsutawney phil,"[0.0, 0.633, 0.367, 0.4404]",0,0.4404,4742,5,0.5499303936958313,presid state every obama country dollar economi would unit call
4743,-1.176990801292362,Says stimulus money went to buy electric cars from Finland as a payback to Obama supporters.,"energy,message-machine-2012,stimulus",Massachusetts,republican,0.9777910606372885,0.6330344853382569,0.9381864456404031,0.3194373918392548,1.2098627783339995,-1.4801633214639378,say stimulus money went buy elect car finland payback obama support,"[0.0, 0.787, 0.213, 0.4019]",0,0.4019,4743,2,0.871383547782898,obama presid barack state percent wisconsin billion sinc feder debt
4744,-1.176990801292362,Allen West called Social Security a Ponzi scheme and said this countrys got to get on sound footing by destroying it.,"message-machine,social-security",Florida,democrat,-0.6619854037139481,-0.5082984848049447,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,0.2298694289265096,allen west call social secur ponzi scheme said country got get sound foot destroy,"[0.212, 0.788, 0.0, -0.5423]",0,-0.5423,4744,0,0.37746763229370117,year state feder make fund public iller obama offic would
4746,0.8496243121883177,Says it wasnt until he and a Senate colleague were able to wrangle the actual streaming video from BP that scientists were able to calculate the oil spill flow.,"energy,environment,oil-spill",Florida,democrat,-0.5172992450947212,-0.5463429171430514,-0.3285958406065088,-0.2579938933980991,-0.4440485826870501,0.9627406076652723,say want sent colleague abl wrangle actual stream video bp scientist abl calcul oil spill flow,"[0.0, 0.92, 0.08, 0.0772]",0,0.0772,4746,0,0.7749461531639099,year state feder make fund public iller obama offic would
4748,-1.176990801292362,"Under Virginia law, if you are a non-federally licensed (gun) dealer, you cannot get a background check even if you want one.",guns,Virginia,democrat,-0.08324076923704103,-0.3561207554525178,-0.4806097149561383,-0.45883955782848307,-0.18290468357846335,1.793327943569204,virginia law non feder licens gun dealer get background check even want one,"[0.163, 0.748, 0.088, -0.2732]",0,-0.2732,4748,9,0.8874821662902832,year peopl american health woman clinton care sinc trump million
4749,0.8496243121883177,Says the GOP is helping pay for Justice Rebecca Bradleys campaign and she recently skipped court to attend an event paid for by Scott Walkers lobbyist friends.,"candidates-biography,legal-issues,supreme-court",Wisconsin,none,-0.5655279646344635,-0.5463429171430514,-0.5312810064060147,-0.45883955782848307,-0.3570006163175212,0.27872750750909386,say gop help pay justic rebecca bradley campaign recent skip court attend event paid scott walker lobbyist friend,"[0.063, 0.673, 0.265, 0.6705]",0,0.6705,4749,7,0.7992591261863708,vote help state year bill democrat company money educ took
4750,0.8496243121883177,Senator Webb was a reliable vote for President Obama and Senator Harry Reid.,voting-record,Virginia,republican,-0.6137566841742058,-0.5463429171430514,-0.5059453606810765,-0.45883955782848307,-0.4440485826870501,-1.0404406142206801,sent webb reliable vote presid obama sent harry reid,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4750,5,0.8874771595001221,presid state every obama country dollar economi would unit call
4752,-1.176990801292362,92 million Americans arent working.,"economy,jobs",Texas,republican,1.074248499716773,0.6710789176763636,-0.15124632053194115,-0.032042520913917134,0.2523351482691813,-0.6984340641425906,million american arent work,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4752,6,0.7749544382095337,state peopl million percent text support sent would country american
4753,-1.176990801292362,Homicides against blacks have tripled since Floridas stand your ground law has been in existence.,"crime,criminal-justice,diversity",Illinois,democrat,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,0.9138825290826881,homicide black trial sinc florida stand ground law exist,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4753,4,0.8714144825935364,percent rate vote state bill health florida year obama time
4754,0.8496243121883177,"Says Donald Trump is the first person running for president, Republican or Democrat, who refused to say that he would respect the results of this election.","elections,history",New York,democrat,1.267163377875742,0.5189011883239368,1.2168785486147238,1.3989828381525684,0.16528718189965239,0.42530174325684605,say donald trump first person run presid republican democrat refus say would respect result elect,"[0.0, 0.819, 0.181, 0.4767]",0,0.4767,4754,4,0.9249787926673889,percent rate vote state bill health florida year obama time
4755,-1.176990801292362,"The downsizing of Pinellas County government resulted in about 1,200 people being laid off in a 12 percent unemployment market. I can tell you that every one of them was hired from the time that Ms. Latvala went into office in 2000.","county-budget,government-efficiency",Florida,none,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,1.304747157743362,downsize paella county govern result peopl laid percent unemploy market tell every one hire time m larval went offic,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4755,4,0.4938674569129944,percent rate vote state bill health florida year obama time
4756,0.8496243121883177,Says Austin Mayor Lee Leffingwell voted for a toll lane on MoPac.,transportation,Texas,democrat,-0.6619854037139481,-0.5843873494811581,-0.5059453606810765,-0.48394526588228104,-0.4440485826870501,-1.529021400046522,say austin mayor lee leffingwel vote toll lane mopay,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4756,7,0.7749798893928528,vote help state year bill democrat company money educ took
4757,0.8496243121883177,"In the last 10 years we've only had 7,000 barrels of oil spilled in the Gulf ... not counting hurricanes. This well is spewing that amount every day and a half.","energy,oil-spill",Louisiana,democrat,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.45883955782848307,-0.4440485826870501,1.2558890791607777,last year barrel oil spill gulf count hurrican well spew amount every day half,"[0.0, 0.861, 0.139, 0.2732]",0,0.2732,4757,3,0.6517302989959717,percent year state plan would time spend averag last nation
4758,0.8496243121883177,Thanks to President Bush's policies....The income gap is now higher than at any time since the Great Depression.,economy,New York,democrat,1.267163377875742,0.5189011883239368,1.2168785486147238,1.3989828381525684,0.16528718189965239,0.2298694289265096,thank presid bush police incom gap higher time sinc great depress,"[0.18, 0.449, 0.371, 0.5267]",0,0.5267,4758,8,0.9099753499031067,state health care rate unit percent county school spend country
4759,0.8496243121883177,Santorum also voted for a teapot museum in North Carolina.,"federal-budget,message-machine-2012,new-hampshire-2012",Texas,republican,0.7848761824783195,0.5569456206620436,0.5328161140413914,0.06838031130127485,1.1228148119644705,-1.8221698715420271,santorum also vote teapot museum north carolina,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4759,7,0.8199810981750488,vote help state year bill democrat company money educ took
4762,0.8496243121883177,"If every small business in our state, on average, was able to create one new job we would cut our unemployment rate in half.","economy,small-business",Rhode Island,democrat,-0.6619854037139481,-0.5843873494811581,-0.42993842350626177,-0.509050973936079,-0.4440485826870501,0.03443711459617262,every small busi state averag abl creat one new job would cut unemploy rate half,"[0.13, 0.87, 0.0, -0.2732]",0,-0.2732,4762,6,0.4852294921875,state peopl million percent text support sent would country american
4765,0.8496243121883177,Ill be the only economist in the (U.S.) House.,candidates-biography,Virginia,republican,-0.5655279646344635,-0.39416518779062454,-0.5312810064060147,-0.45883955782848307,-0.4440485826870501,-0.5030017498122535,ill economist u hous,"[0.583, 0.417, 0.0, -0.4215]",-1,-0.4215,4765,7,0.5499419569969177,vote help state year bill democrat company money educ took
4766,0.8496243121883177,"Al-Qaida operatives, have said, Hey, we want you to use this loophole (for purchasing guns despite being on a watch list) to attack and kill Americans.","crime,government-regulation,guns,public-safety,market-regulation,terrorism",New Jersey,democrat,-0.6619854037139481,-0.43220962012873126,-0.4806097149561383,-0.3082053095056951,-0.4440485826870501,1.6467537078214511,al maida oper said hey want use loophole purchas gun despit watch list attack kill american,"[0.434, 0.511, 0.055, -0.872]",0,-0.872,4766,1,0.9181621670722961,million said health romney govern care weve budget month vote
4767,-1.176990801292362,Estimates say individuals who escaped these high tax states have taken with them around $2 trillion in adjusted gross income.,taxes,Florida,republican,0.688418743398835,0.2906345942952965,0.4314735311416384,0.3445430998930528,0.16528718189965239,1.109314843413025,estim say individu escape high tax state taken around trillion adjust gross incom,"[0.196, 0.696, 0.108, -0.34]",0,-0.34,4767,1,0.5287391543388367,million said health romney govern care weve budget month vote
4770,-1.176990801292362,"Says Ohio Gov. John Kasich got lucky with a thing called fracking, which is why Ohio is doing well.","energy,environment,state-finances",New York,republican,2.3764239272898138,3.7526779370630083,0.7608369255658355,0.4198602240544468,4.865877365854215,1.500179472073699,say ohio gov john kasih got lucky thing call frack ohio well,"[0.0, 0.671, 0.329, 0.5994]",0,0.5994,4770,9,0.7105036377906799,year peopl american health woman clinton care sinc trump million
4771,-1.176990801292362,James Langevin has received almost $20 million from taxpayers and special interests to use at his own discretion to supposedly champion Rhode Islands needs.,"campaign-finance,congress,congressional-rules,job-accomplishments,message-machine-2012,campaign-advertising",Rhode Island,republican,-0.5655279646344635,-0.5463429171430514,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,-1.1381567713858483,game langevin receiv almost million taxpayer special interest use discrete suppose champion rode island need,"[0.0, 0.562, 0.438, 0.8532]",0,0.8532,4771,1,0.624530017375946,million said health romney govern care weve budget month vote
4772,0.8496243121883177,"The Associated Press called Charlie Crist's attacks ""over the top,"" ""out of context,"" and ""not true.""",candidates-biography,Florida,republican,0.9295623410975462,0.3286790266334032,0.27945965679200896,0.3696488079468508,-0.008808750839405478,0.7184502147523516,associ press call charlie crist attack top context true,"[0.226, 0.438, 0.336, 0.128]",0,0.128,4772,5,0.8714046478271484,presid state every obama country dollar economi would unit call
4773,0.8496243121883177,Were the only major oil-producing nation in the world with a self-imposed ban on exporting our crude oil to other nations.,"energy,trade",Virginia,organization,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,0.13215327176134112,major oil produc nation world self impos ban export crude oil nation,"[0.422, 0.578, 0.0, -0.8074]",0,-0.8074,4773,4,0.8714084029197693,percent rate vote state bill health florida year obama time
4774,-1.176990801292362,"Says 7,000 millionaires gamed the system to pay no income taxes.","federal-budget,income,taxes",Wisconsin,democrat,-0.4208418060152368,-0.39416518779062454,-0.35393148633144705,-0.4086281417208871,-0.4440485826870501,-0.5030017498122535,say millionaire game system pay incom tax,"[0.189, 0.811, 0.0, -0.1027]",0,-0.1027,4774,1,0.8199508786201477,million said health romney govern care weve budget month vote
4775,-1.176990801292362,Says Barack Obama grew up in Kenya.,"candidates-biography,obama-birth-certificate",Arkansas,republican,-0.08324076923704103,-0.39416518779062454,-0.3032601948815706,-0.43373384977468504,-0.0958567172089344,-2.0664602644549483,say barack obama grew kenya,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4775,2,0.6999823451042175,obama presid barack state percent wisconsin billion sinc feder debt
4776,0.8496243121883177,The state budget has actually grown by $4.6 billion under Gov. Scott Walkers actions.,"debt,medicaid,state-budget,state-finances,taxes",Wisconsin,democrat,-0.4208418060152368,-0.39416518779062454,-0.2525889034316941,-0.3082053095056951,-0.18290468357846335,0.18101135034392538,state budget actual grown billion gov scott walker action,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4776,2,0.8999817371368408,obama presid barack state percent wisconsin billion sinc feder debt
4777,0.8496243121883177,90 percent of babies with Down syndrome are aborted.,abortion,Florida,republican,-0.6137566841742058,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.8450082998903431,percent babi syndrom abort,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4777,5,0.5080278515815735,presid state every obama country dollar economi would unit call
4778,-1.176990801292362,Says Steve Jobs was responsible for creating more jobs than the stimulus bill.,jobs,Indiana,republican,-0.6619854037139481,-0.470254052466838,-0.5312810064060147,-0.509050973936079,-0.3570006163175212,0.42530174325684605,say steve job respons creat job stimulus bill,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4778,2,0.8199511766433716,obama presid barack state percent wisconsin billion sinc feder debt
4779,-1.176990801292362,Says that you cant destroy the guns purchased in a (gun) buyback program as the city (of Memphis) wants to do.,"city-government,guns",Tennessee,republican,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.48394526588228104,-0.3570006163175212,1.597895629238867,say cant destroy gun purchas gun buyback program citi memphis want,"[0.0, 0.46, 0.54, 0.7369]",1,0.7369,4779,5,0.5482147336006165,presid state every obama country dollar economi would unit call
4780,0.8496243121883177,Taxpayers pay for roughly 45 percent of all births in Wisconsin! And 60 percent of the births in Milwaukee!!!,"health-care,medicaid",Wisconsin,republican,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-1.4801633214639378,taxpayer pay rough percent birth wisconsin percent birth milwaukee,"[0.149, 0.851, 0.0, -0.1027]",0,-0.1027,4780,8,0.6259787082672119,state health care rate unit percent county school spend country
4781,0.8496243121883177,New provisions of the health care law bar the use offlexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.,health-care,Virginia,republican,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.5518598283948378,new proves health care law bar use offer spend account health save account pay aspirin non prescript health need,"[0.059, 0.672, 0.269, 0.7184]",0,0.7184,4781,9,0.7781310081481934,year peopl american health woman clinton care sinc trump million
4782,0.8496243121883177,Says Rick Scott cut Bright Futures scholarships in half.,education,Florida,democrat,0.06144538938218572,-0.24198745843819763,-0.02456809190724994,-0.032042520913917134,-0.2699526499479923,-2.0176021858723643,say rick scott cut bright futur scholarship half,"[0.191, 0.545, 0.264, 0.2023]",0,0.2023,4782,6,0.8199520111083984,state peopl million percent text support sent would country american
4784,0.8496243121883177,Says President Barack Obama appointed Eric Holder as attorney general. Eric Holder said he viewed his mission as brainwashing the American people against guns.,"crime,criminal-justice,guns",Texas,republican,1.074248499716773,0.6710789176763636,-0.15124632053194115,-0.032042520913917134,0.2523351482691813,-0.6984340641425906,say presid barack obama appoint eric holder attorney general eric holder said view mission brainwash american peopl gun,"[0.124, 0.876, 0.0, -0.34]",0,-0.34,4784,6,0.6387255787849426,state peopl million percent text support sent would country american
4785,-1.176990801292362,Says Patrick Murphy hasnt passed a single bill out of committee.,congress,Florida,democrat,-0.3726130864754945,-0.39416518779062454,-0.42993842350626177,-0.23288818534430109,-0.3570006163175212,-0.11213712115158013,say patrick murphy haunt pass singl bill committe,"[0.278, 0.722, 0.0, -0.4019]",0,-0.4019,4785,6,0.4563901126384735,state peopl million percent text support sent would country american
4786,0.8496243121883177,Wisconsin lost more jobs over the past 12 months than any other state.,jobs,New Jersey,democrat,-0.5172992450947212,-0.5463429171430514,-0.42993842350626177,-0.4086281417208871,-0.3570006163175212,1.0115986862478565,wisconsin lost job past month state,"[0.315, 0.685, 0.0, -0.3182]",0,-0.3182,4786,6,0.7084341645240784,state peopl million percent text support sent would country american
4787,-1.176990801292362,No fracking waste is being dumped in New York State,"energy,environment",New York,none,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-1.1381567713858483,frack wast dump new york state,"[0.342, 0.658, 0.0, -0.3818]",0,-0.3818,4787,6,0.7749589085578918,state peopl million percent text support sent would country american
4788,-1.176990801292362,We have the best schools in the United States.,education,Georgia,republican,-0.6137566841742058,-0.5843873494811581,-0.5059453606810765,-0.45883955782848307,-0.4440485826870501,0.620734057587183,best school unit state,"[0.0, 0.417, 0.583, 0.6369]",1,0.6369,4788,8,0.8199793100357056,state health care rate unit percent county school spend country
4789,0.8496243121883177,Says Oak Grove is one of the largest cities in Oregon and is the biggest city in Clackamas County and its not a city.,"census,city-government,county-government,population",Oregon,none,-0.6137566841742058,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,0.8650244505001043,say oak grove one largest citi oregon biggest citi clackama county citi,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4789,9,0.49122557044029236,year peopl american health woman clinton care sinc trump million
4790,0.8496243121883177,"Taxpayers earning $1 million pay an effective tax rate that is about four times what taxpayers earning $100,000 pay.",taxes,New Jersey,republican,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,0.8650244505001043,taxpayer earn million pay effect tax rate four time taxpayer earn pay,"[0.219, 0.781, 0.0, -0.2023]",0,-0.2023,4790,3,0.9099786877632141,percent year state plan would time spend averag last nation
4791,-1.176990801292362,"Health proposal would create a ""40% tax on health care benefits of middle-class workers.""","health-care,taxes","Washington, D.C.",none,-0.5655279646344635,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-0.7472921427251749,health propos would creat tax health care benefit middle class worker,"[0.0, 0.592, 0.408, 0.7351]",0,0.7351,4791,8,0.9181646108627319,state health care rate unit percent county school spend country
4792,0.8496243121883177,Says Mitt Romney pays less tax than the guys who installed his car elevators.,taxes,Michigan,democrat,-0.6137566841742058,-0.5843873494811581,-0.45527406923120006,-0.45883955782848307,-0.4440485826870501,0.9138825290826881,say mitt romney pay le tax guy instal car lev,"[0.135, 0.865, 0.0, -0.1027]",0,-0.1027,4792,1,0.6999874711036682,million said health romney govern care weve budget month vote
4793,-1.176990801292362,"Since January 2015, the majority of our Austin City Council meetings have extended past 10 p.m. and many of our meetings have gone past midnight.","city-government,history",Texas,none,-0.6137566841742058,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.3570006163175212,-0.20985327831674835,sinc januari major austin citi council meet extend past p mani meet gone past midnight,"[0.0, 0.884, 0.116, 0.1779]",0,0.1779,4793,7,0.4644640386104584,vote help state year bill democrat company money educ took
4794,0.8496243121883177,Six out of 10 of the highest unemployment rates are also in so-called right to work states.,"jobs,workers",Ohio,democrat,-0.6619854037139481,-0.5843873494811581,-0.4806097149561383,-0.4086281417208871,-0.4440485826870501,0.5718759790045989,six highest unemploy rate also call right work state,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4794,8,0.8999767303466797,state health care rate unit percent county school spend country
4795,-1.176990801292362,"Under the Democratic health plan, families will be forced to spend an additional $2,100 a year to keep their current health care.",health-care,Indiana,republican,-0.27615564739601006,-0.2039430261000909,-0.22725325770675586,-0.38352243366708905,-0.4440485826870501,-0.5030017498122535,democrat health plan famili forc spend audit year keep current health care,"[0.0, 0.775, 0.225, 0.4939]",0,0.4939,4795,8,0.4920038878917694,state health care rate unit percent county school spend country
4797,-1.176990801292362,Says Mitt Romney plans to fire Big Bird.,federal-budget,Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,-1.8710279501246114,say mitt romney plan fire big bird,"[0.286, 0.714, 0.0, -0.34]",0,-0.34,4797,1,0.491265207529068,million said health romney govern care weve budget month vote
4798,0.8496243121883177,Says Greg Abbott has lost in court four times in just the past few days.,"candidates-biography,criminal-justice,education,environment,legal-issues",Texas,democrat,-0.4208418060152368,-0.5463429171430514,-0.3285958406065088,-0.2077824772905031,-0.3570006163175212,0.3764436646742618,say greg abbott lost court four time past day,"[0.223, 0.777, 0.0, -0.3182]",0,-0.3182,4798,0,0.5112834572792053,year state feder make fund public iller obama offic would
4799,0.8496243121883177,Study after study have shown that sanctuary cities do not lead to an increase in crime because of the presence of people that are undocumented.,"homeland-security,immigration",New Mexico,democrat,-0.6619854037139481,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,0.5718759790045989,study study shown sanctuary citi lead increas crime present peopl undock,"[0.259, 0.741, 0.0, -0.5423]",0,-0.5423,4799,9,0.7759233713150024,year peopl american health woman clinton care sinc trump million
4800,-1.176990801292362,"Without representation, (the IRS) can increase taxes.","health-care,message-machine,taxes",Alabama,republican,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.3570006163175212,-1.1870148499684325,without represent ir increas tax,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4800,6,0.699883222579956,state peopl million percent text support sent would country american
4802,-1.176990801292362,Its been 4 and a half years since the United States Senate passed a budget.,"congress,federal-budget",Virginia,republican,-0.3726130864754945,-0.39416518779062454,-0.35393148633144705,-0.3584167256132911,-0.18290468357846335,0.6695921361697673,half year sinc unit state sent pass budget,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4802,6,0.8999625444412231,state peopl million percent text support sent would country american
4805,0.8496243121883177,One out of every two kids who are graduating college right now cant find a job.,"economy,message-machine-2012","Washington, D.C.",republican,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.45883955782848307,-0.4440485826870501,1.2558890791607777,one every two kid graduate college right cant find job,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4805,5,0.5813431143760681,presid state every obama country dollar economi would unit call
4806,0.8496243121883177,"Wisconsin does not have a deficit. Thanks to Republican reforms, the 2014 budget will begin with a $443 million surplus.","deficit,state-budget,state-finances,taxes",Wisconsin,republican,-0.6137566841742058,-0.5463429171430514,-0.4806097149561383,-0.48394526588228104,-0.3570006163175212,-0.6984340641425906,wisconsin deficit thank republican reform budget begin million surplus,"[0.221, 0.574, 0.205, -0.0516]",0,-0.0516,4806,9,0.5235410928726196,year peopl american health woman clinton care sinc trump million
4807,-1.176990801292362,The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus.,"health-care,stimulus",Florida,republican,0.9295623410975462,0.3286790266334032,0.27945965679200896,0.3696488079468508,-0.008808750839405478,-1.6267375572116902,path obamacare becom law start charlie crist support presid obama billion stimulus,"[0.0, 0.803, 0.197, 0.4019]",0,0.4019,4807,2,0.5880895853042603,obama presid barack state percent wisconsin billion sinc feder debt
4809,0.8496243121883177,"Says Texas unemployment is dire in various ways such as a doubling in the jobless rate during Rick Perrys governorship. Also, the Texas rate has increased faster than the national rate during Barack Obamas presidency.","economy,job-accomplishments,jobs",Massachusetts,republican,0.9777910606372885,0.6330344853382569,0.9381864456404031,0.3194373918392548,1.2098627783339995,0.5230179004220146,say text unemploy dire various way doubl jobless rate rick peri governorship also text rate increas faster nation rate barack obama presid,"[0.125, 0.875, 0.0, -0.4588]",0,-0.4588,4809,2,0.5881779193878174,obama presid barack state percent wisconsin billion sinc feder debt
4810,-1.176990801292362,The CBO now says the presidents health care law will cut the number of full-time jobs in the United States by 2.3 million by 2021.,"economy,health-care,jobs",Minnesota,none,-0.6137566841742058,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.3570006163175212,-0.7472921427251749,co say presid health care law cut number full time job unit state million,"[0.119, 0.625, 0.256, 0.34]",0,0.34,4810,6,0.49007534980773926,state peopl million percent text support sent would country american
4811,-1.176990801292362,We did not seek an impeachment of President Bush.,"congress,legal-issues",Texas,democrat,-0.5655279646344635,-0.5463429171430514,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,-1.3335890857161854,seek impeach presid bush,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4811,5,0.6999432444572449,presid state every obama country dollar economi would unit call
4812,0.8496243121883177,Buck wants to privatize Social Security.,"message-machine,social-security",Colorado,democrat,-0.6619854037139481,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,-1.9198860287071957,buck want privat social secur,"[0.0, 0.755, 0.245, 0.0772]",0,0.0772,4812,0,0.8199798464775085,year state feder make fund public iller obama offic would
4813,-1.176990801292362,"In discussing the attacks on the U.S. consulate in Benghazi, Libya,Ms. Rice did say a terrorist attack. Its not that she put the whole thing on the video.",terrorism,Maryland,journalist,-0.6137566841742058,-0.5843873494811581,-0.4806097149561383,-0.45883955782848307,-0.4440485826870501,0.7184502147523516,discuss attack u consul bengali libya m rice say terrorist attack put whole thing video,"[0.522, 0.478, 0.0, -0.8979]",-1,-0.8979,4813,2,0.8499727845191956,obama presid barack state percent wisconsin billion sinc feder debt
4814,0.8496243121883177,"By the time she turns 3 years old, a child born into a low-income home hears 30 million fewer words than a child from a well-off family.","children,corrections-and-updates,education,income",Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,0.3275855860916776,time turn year old child born low incom home hear million fewer word child well famili,"[0.115, 0.769, 0.115, 0.0]",0,0.0,4814,3,0.9399842619895935,percent year state plan would time spend averag last nation
4816,-1.176990801292362,"Says when he was governor, Wisconsin cut unemployment to 2.1 percent and the states unemployment rate was the lowest in the country for 40 consecutive months.","economy,job-accomplishments,jobs",Wisconsin,republican,-0.3726130864754945,-0.28003189077630436,-0.4806097149561383,-0.38352243366708905,-0.18290468357846335,0.03443711459617262,say governor wisconsin cut unemploy percent state unemploy rate lowest country connect month,"[0.299, 0.701, 0.0, -0.5719]",0,-0.5719,4816,2,0.5529595017433167,obama presid barack state percent wisconsin billion sinc feder debt
4817,-1.176990801292362,Says Josh Mandel bet against Ohio families,"debt,economy,message-machine-2012",District of Columbia,none,-0.6619854037139481,-0.5082984848049447,-0.5312810064060147,-0.509050973936079,-0.2699526499479923,-2.1153183430375324,say josh mandel bet ohio famili,"[0.0, 1.0, 0.0, 0.0]",0,0.0,4817,9,0.6999620795249939,year peopl american health woman clinton care sinc trump million
